filename,patient,set_type,folder,bytes,width,height,mode,format,sha256,dhash
9fec1014-a2bd-40ba-bf54-95a44cd1e480.jpg,1,Train,1,262418,1350,1080,RGB,JPEG,08c1da439d5f0b65f13d91b39fec7e0b64b954463e64b12a46c2637495c6a03a,1110110001101110011011000010110000101100000111001000011010000110
99541e92-a3d6-453a-a8f5-98ad8379f1e6.jpg,1,Train,1,275729,1350,1080,RGB,JPEG,693750e055f495fd90a06975e46d8b460b1241b64dcaa26887d5fb6e11b95cde,1000110000001110001011000011111000011110000011101000011010000000
6c51a8d7-a9ed-4f73-b9e3-d0621f960721.jpg,1,Train,1,305722,1350,1080,RGB,JPEG,f83ed82a85f2e2e97fe1a698d1e0635f2a7f60556c91555a9b51d6a56e3ad9d8,1000110000101100001011000011100000111110001111001001110010011100
91b4007c-b9cd-4ece-8217-090fff84bd72.jpg,1,Train,1,275092,1350,1080,RGB,JPEG,3a46ae69546694e3a579955a9cb484dbf79abc59ae09b7ca483618b499864376,1000111010001110000001110000111100001110100001001000000011000000
d11f1540-bee6-4d07-a220-1cba3d0c00e3.jpg,1,Train,1,276155,1350,1080,RGB,JPEG,f4399ecd5a12e4d6d09a77a75683be8fa1bf62c8a46c046ef98310209a70d623,1000011010001110000011100001111010111110100110001011110011100100
5252d061-9f21-44e4-ab6a-9ca93e81dd4b.jpg,1,Train,1,243361,1350,1080,RGB,JPEG,6747764a308af835f580726da2948fce93f62aca48faa2b65ec9a4454199c2c3,1000110010001100000010100000111100000011000000111000001010000000
f3315d7a-339b-445c-a687-2bff8b19d596.jpg,1,Train,1,297372,1350,1080,RGB,JPEG,633292791670a5005f98b067edf0328db4b507ef1e7543fb7fed00035a6cc1c8,1101010011100000111000001100000010100000000000001000000011000000
f24c23a2-2427-466b-a0da-475834b6ee0b.jpg,1,Train,1,345531,1350,1080,RGB,JPEG,5596375bd93aa28a2bcc540d37c1e24a2cf239352acf68453e1eeb9d2b059838,1101110010111110111110001111000011100100100000011010001011100100
e275042e-92ee-4a9c-a527-ab1729f26160.jpg,1,Train,1,264523,1350,1080,RGB,JPEG,d1315b03b505ca82c295c226f394b791216aaf8b8a6191abf89eeb9550d8ef04,1011110011111000011110001111110011111100011110001111110011111100
00770fe2-9158-468b-bc3b-4a1ff6fd2fea.jpg,1,Train,1,261609,1350,1080,RGB,JPEG,28972e34a24beabc8bd59a7d3c602ef5ef12b358809fb76549fba40af60c06b6,1000110010001110000101110001101100001111000001111000111010001100
ba191c04-4283-45aa-a3b1-abd544e1d138.jpg,2,Test,2,372587,1350,1080,RGB,JPEG,6a035100a6f2eb6ef29915e0d128aef1e60157423b535c4810ef5268e32ec621,1001100010011100000011000001110001101100110011101100111011011100
9d673269-14a8-40db-98da-bd3a5ae03a71.jpg,2,Test,2,239672,1350,1080,RGB,JPEG,6803dd4d3faeb4a46246c16853a4d3687b045f1a352fe7b30463e99f427f1315,1001100000011000000101000001110000011100000101101001000110000010
3dd9a661-047f-4c4c-bdf7-7c081d06ccca.jpg,2,Test,2,278762,1350,1080,RGB,JPEG,0b7a534e650d9b742bf58616fbda6a5f8753d4cc750b3f15ee2b0e09a5b97bc3,1000000010100110000000100000001100000011000000001000000011000000
d53f750a-fc38-47f9-8001-d487e3a5d582.jpg,2,Test,2,249569,1350,1080,RGB,JPEG,e92dfaeff42c64a223440955a1bce88f530596bf7b7ec4743b9d761da0569a75,1111110010111110001111010011111110101111010011111011111010011110
a39a2625-ea0d-4547-9610-b1237e24bc40.jpg,2,Test,2,249298,1350,1080,RGB,JPEG,c924c311d92d81e945ff51726b4d457d597c121c299c44ab33261e145d62fa9b,1111011000110110000111110000111100001110000111101000111011000100
a55e4755-9588-49a7-a62e-4053b0e6a6ca.jpg,2,Test,2,293020,1350,1080,RGB,JPEG,9e55139e060818d46e6dc2e3910cd98b03892f5c0fe760abd354d09e0e5c6e64,1100000010110010111100001110010011100000111100011011000011111010
e14ebfdc-631c-48ef-b53f-3f7e6051cf12.jpg,2,Test,2,243332,1350,1080,RGB,JPEG,9613362f85b387aa8cca7fd592dfeeca26f82363484d8dc5ab4e6e0f55ac3171,1100110011001100111011001111110010101100111011101110111011101100
c28975f9-7270-4529-8779-40117437d4d4.jpg,2,Test,2,277375,1350,1080,RGB,JPEG,46757b273ab0c110b9c8fd37c04ebc248691b7bdc872b8cd75d6a47ac9e0f3b8,1000001010011011001110010011100100101011000110111010011011000110
b9bea692-f9d7-4ab3-87b2-e8917976e094.jpg,2,Test,2,273529,1350,1080,RGB,JPEG,a53dd270f60337defbae352ba332693ecf485b6f2b695f948f938d396cd991a3,1001100010011100000111010001111100011011001110110010011110110110
a798857c-bd1a-4f23-99fa-95d319983475.jpg,2,Test,2,249641,1350,1080,RGB,JPEG,38a9537e0860540c457a768d6e4a40d5ae8c011caa20f5aa9a62d2cc119ef529,1000110010000111000001110000010100000011100010111000101011000010
d2b9980a-91cd-44f7-a97a-cb29622cd0d1.jpg,2,Test,2,262997,1350,1080,RGB,JPEG,5031c8b42e7d4a6413f67b2ebfe9d80eb9cb8210b5c95d8d0b184612a953d9b7,1001011010011110001011100110111000111110000011101000011011000110
6078a8c5-dfbd-40ab-86ea-e0d49e772af6.jpg,2,Test,2,252094,1350,1080,RGB,JPEG,9471e68e24ee999c0dfa8266d6675e378963bec2f19cf92b680c4abbab647888,1101100010011000000111000000110000011110001111101011111010111110
19fa935c-21d1-4479-b9b8-1e958a80cb2e.jpg,2,Test,2,248200,1350,1080,RGB,JPEG,03e55c1e1bdee3df93d6a0f9c8c7e2c4979ae8c6d90ea7f673e5724e371bcd05,1100000010011000000111100000111000011110000111110001011010010110
fa5d7279-91a4-4cb7-8d7e-d199d968a7ce.jpg,2,Test,2,289407,1350,1080,RGB,JPEG,4e0a500435029352837fac1fe16cc90e679d491023ab154936d0e01d96b48b0d,1001110010001110000011100001111100001111000011111000111010000100
a0083ec3-96ee-492c-add4-13d9490f4180.jpg,2,Test,2,282516,1350,1080,RGB,JPEG,ad64e9cc50c7a43bac266fcef1819e70805fdf32203c794e65b5754bec8b32d4,1011000000011000000011000000110000001110000011101000011010000010
bc242716-85ce-46d5-8534-fecd4fc2706f.jpg,2,Test,2,279776,1350,1080,RGB,JPEG,eb817a380639ffc6878137d1f402c8419b0150875505414eda527354acdcc35c,1000111010011110000111100001110001011101010110110001111010001100
b5ff8b91-c21b-45d7-ad12-66e1d072e2fa.jpg,2,Test,2,244134,1350,1080,RGB,JPEG,4e40895b8ec011ae044cc349028cab5f2d7ffdf654fa467c7498d0f6a02f2d16,1000010010000011000111100011110000110000001100001010000011110000
b5898cd5-d2be-4ecb-8f39-702956621a68.jpg,2,Test,2,291821,1350,1080,RGB,JPEG,1d18f2959a2c27b66c8c610c9bd08aefd3ed160f55c829eafa18f646d67038bf,1001110000011110000111000001111010011110100011001000011011000000
2079de00-526e-4214-8784-a19396a429ee.jpg,2,Test,2,284118,1350,1080,RGB,JPEG,a9ee17dc6e7cff55942ea7e4b565c2557fce71500cdc058e66bf94e49a36178e,1000011010001110000111100001111000111110001111101011001010110000
41dbbe27-6dd7-4f9f-bbd4-548cd0c2683b.jpg,2,Test,2,260034,1350,1080,RGB,JPEG,4e7009cc6500da1fbc573dd1c7260412b1a6331f5615c8a752fc9299f1d77083,1100011010001110000111000011110011111100111111001111110011111000
57e4d507-5969-490a-9fce-1ceabef6da13.jpg,2,Test,2,252702,1350,1080,RGB,JPEG,670bfa47d3fdfb91061ba5faa1a70c30b76a30b1cac3f6a84cec8cc3477cf01a,1100110000101100001111100000111000100000001100001011000010110010
20e9a2ce-2b68-4ebe-a122-f472bfce792e.jpg,2,Test,2,295950,1350,1080,RGB,JPEG,aa66e304e6026516056f229d67bef9a448a45ea27642cae259810f22e29a9eef,1000110000001100000111000001110000101110001011101010111011101100
6d2252f4-651c-4490-9bd5-afca5a12befa.jpg,2,Test,2,278749,1350,1080,RGB,JPEG,2f0819488ac020a8c03ae306b0c240094564e0b0edd341fcbada5b859b7f98f4,1100110010001110000011000000100000000000000000001000011011000000
9706ce22-1d3e-4888-ba63-aa1e2fb1e866.jpg,2,Test,2,285043,1350,1080,RGB,JPEG,25a1cacedb76d10c3133ae2fcc8c769c26f44fcaa8c8d1963bbb7aa0966e14e1,1001110011111100111110000001110000101110100100111001001111010010
5cf83513-9edc-45c8-9f0e-bc40a3760151.jpg,3,Validation,3,220037,1350,1080,RGB,JPEG,b0be4917e1cf2435fb5363b92faa6b744d54bca2ef40934434db599402d954c9,1001100000011100000111000001111000010000110110001101100011001000
f338a3bb-6ccb-4bee-b9e1-3d7212699b7a.jpg,3,Validation,3,232628,1350,1080,RGB,JPEG,1b1cb7c9a606e6ba60b988536af21e863ec9afb5950079622358dbf3fa864eae,1000000000100000001000000011000000110000011110000111100011111100
8d77bb1e-4738-408b-9d20-1f32ba6fdfa5.jpg,3,Validation,3,258856,1350,1080,RGB,JPEG,abfd8728ce204280a3a02616775c33d381ee3191cd552ef56a4bada716ad0649,1111000011110000001100100011011000110110000011101000110011000000
5252c3b0-563c-44cb-a511-c7f7cda0783a.jpg,3,Validation,3,260295,1350,1080,RGB,JPEG,946dd1de9f6c831999d421251882c3acaa754bee975b380bb00ef4b572dedde9,1100000010010000100011000000010000000001000000001000000011000000
b65ed8ae-477f-4acf-a9a7-8848132783c1.jpg,3,Validation,3,251350,1350,1080,RGB,JPEG,23440cf91b1e19540db5752028a7f7d79ee3bcc6e71203dc763c9716c3ec8901,1000101010010000100010011000001011000000111000001101000011000000
73efbf77-bb5b-4ab5-993e-f551c3d565a2.jpg,3,Validation,3,274096,1350,1080,RGB,JPEG,f53ac8c3e62ae491a9122125d2fc1dfd14f5f571505d413463aa56e97079b357,1100100011100110111100001111110011111100111110011111110011111100
7119d977-49d8-41c1-b645-b63b4f5c3370.jpg,3,Validation,3,300125,1350,1080,RGB,JPEG,945177ab3c24f04d1d935ee69ae244973da5bf1a4a4a52848073ca8ed1681b06,1100010011010000100000001000000010100000110000001100000011000000
30f3c5a1-a8b6-4851-880a-c62c9e77cf9a.jpg,3,Validation,3,257286,1350,1080,RGB,JPEG,9e43a9a1db13341b0dab5b7c9d5fe2f865a1b7b72f1169694a109298c2084abf,1111110011101110101011101100011011000011110000111100000111000100
ee65360b-998c-4916-bae9-e6981416edbe.jpg,3,Validation,3,245316,1350,1080,RGB,JPEG,f28aa3b017c69092947c70ce82922b6f463773f869567535bc91048649c93604,1100010010100000110000001100000011000001110000111011111011111100
cb2afd04-7f82-4fce-8e3e-09dc195eae1c.jpg,3,Validation,3,233301,1350,1080,RGB,JPEG,72bef6fcfabf3408c3b73beefba1dc2dbb29a9cf2a672900692288cb4d1bcc95,1111110011011100011001100110011011110110111001101110111011111100
a6ccb694-7875-4e20-8ab3-fb354d688aa8.jpg,3,Validation,3,277963,1350,1080,RGB,JPEG,b530cef42e55978dda82eceb9475bc7e770c2758b6317eced50c77205af9c982,1000011010000011000000010000000010000000000000001000000011000000
f5a84f87-cda5-4f8e-86ce-9da3349bc4bc.jpg,3,Validation,3,253900,1350,1080,RGB,JPEG,a6d093b5e696bc7371a19e343247dded44fd82b6cb52bcb61ee1193bc579b0e6,1000001010100011001000010000000110000011100001111100011011111100
8fe81cb1-60f1-45ab-b140-ab5056eb0983.jpg,3,Validation,3,243479,1350,1080,RGB,JPEG,c3f37c8d6784305969d79974c45759c617df3c13c4b1864ee71dc151f5e811d9,1010001010100011000000111000011110001111111111101111111011111100
aa755c44-8972-44d7-b6af-51a62c757e0c.jpg,3,Validation,3,242317,1350,1080,RGB,JPEG,e67663687e6ca05b3a5900405b5e6f84f16db2072831c9308ab8de6be87dfe3e,1000110000001110001101100010011000000110000011101000111011011110
0642b1af-6339-4e86-889f-02c0e093d2b4.jpg,3,Validation,3,207817,1350,1080,RGB,JPEG,6164093092a5363834fe1a949aaee457eb647db1e4700bdd4ee1d2ed035b2529,1001001010000110010111001011100011111000111100001111000011111000
c5cca2a3-d410-487d-986f-090ed8397be9.jpg,3,Validation,3,248794,1350,1080,RGB,JPEG,fe7b1ad5a2956e80fab8faed48a952b5d396f2bedd2d3c50cdc8364ae8a67aff,1000111000000110000001101000111000011110001111101111111011111100
bad9c837-97b0-463d-aacc-0ab55f701199.jpg,3,Validation,3,247767,1350,1080,RGB,JPEG,64f33d7db0473a87abc68db981e7717da08e26bbd35d2c2cfa9ef153a1cb85f3,1001100000001110000000110000011010101110001111101111111011111110
996b737f-a3c8-46ae-8c53-c86654ab6edc.jpg,3,Validation,3,228888,1350,1080,RGB,JPEG,0f569496895c1191280ecd43e59da43117365b1b26bc75443c4006fafb183af2,1110000011110000110110000110000000111000011110001011110010011100
a7a840a6-2fef-4ba2-a801-0c1028167b61.jpg,3,Validation,3,241572,1350,1080,RGB,JPEG,96662e5e01060253774a4f727565950516b559b6d51283bba0ba6dd418940cdd,1010111000101110001011100011011100010111000101111001011110000110
2eb9f6f9-1e03-442a-83d3-573a0edbeee1.jpg,3,Validation,3,279297,1350,1080,RGB,JPEG,6fa13218fa67feda71c82aa759d452208de5aa2aa2b9bd6a91625122c9a8fa51,1000110010001110000111100000011010000000100000001000000011000000
27286800-0b87-45e6-92f8-9904e339f814.jpg,3,Validation,3,274214,1350,1080,RGB,JPEG,322ce311841a00faba2a4c3a2ff3713e533f3d9609c26ad89d10c5a68f6282dc,1110101001101010011100110101111001111110001101101001111010001110
be0678ea-affa-4312-a282-802f9f95ce2b.jpg,3,Validation,3,271019,1350,1080,RGB,JPEG,1849cdd1e8611047e07b6cfd2a1781d19a4c3a8d47107b67ff66e50e54b55768,1110110010001110000111100000111010000010100000001010000011000000
bff3c71a-0cb0-4e04-84c4-3e49c3a8d290.jpg,3,Validation,3,220446,1350,1080,RGB,JPEG,19d1bd6303d24b3423f67eb35c620e454ba1c0a8c503a6047c2026c7cb2f3e07,1110110000101100000011100000111100000011000000101000001010000000
c7a648fb-25a7-41c4-b6eb-1d52135b2034.jpg,3,Validation,3,260828,1350,1080,RGB,JPEG,00afa4a88a249b611fcd64548f2ebcc8f9e92712244c347a8048485e13062606,1000110010001110000011100001011000011111001111110001111010011100
f0c63539-ed56-4086-8422-fd40b7407e1e.jpg,3,Validation,3,260588,1350,1080,RGB,JPEG,98fe5d0058b594b46aabedfcc42506baaa342451630c08559b2d6a522f537c4f,1001110010001110100011101000111010000110100001001011000011010000
4c299a19-3463-43b3-804b-d56d9bc8fb18.jpg,3,Validation,3,237834,1350,1080,RGB,JPEG,d42a5fe982e2552fd15c643d90cb67dca48b9f38c939c2297205041e3fada5c7,1000110010101100100111001011110001111100111110001111100011101100
f76b7117-1392-4968-a4d5-fe1698463336.jpg,3,Validation,3,247983,1350,1080,RGB,JPEG,8b913a513b67821883910efc9251e94207fb4283cbaf710b2467e77698801337,1110110010101100100011010101110011011100011110001111100011111000
a01542ec-4c80-4f71-bafa-65e57beafd7a.jpg,4,Validation,4,261926,1350,1080,RGB,JPEG,06c97d771f18aa07aac96b1a20c5aa91cd8f76df5f9bba902ceada71d75005e7,1001100010001110000011000100011100100111000001101000011011100100
24ab22fc-5539-4279-8df4-b128c02a4dd8.jpg,4,Validation,4,252077,1350,1080,RGB,JPEG,f5ad2f9a93e1832a15b2d67c284957f655378b73fc29005f619aca1885720fc0,1111010011111000111010001100000011000001101000011010001111100110
4df964fd-b8f2-4d64-a25c-a65fe68b9bec.jpg,4,Validation,4,272474,1350,1080,RGB,JPEG,8d3eab9f793521876cde7dc8b2be8068df56b009eb1c7d6c142bb938dd42941a,1110110011101100011011001110110011111100110111001111110011111100
b17b2450-f978-4d97-a761-ce030c0447e8.jpg,4,Validation,4,291352,1350,1080,RGB,JPEG,0ee3077c8f0fed314b29bc5367eb48b911e9ed5d6cab678041d6d0390d0d17d7,1110110011011010110110001111000011100100111000001110000011100000
6c6c5863-dcfc-427b-b18a-5f06c1de7961.jpg,4,Validation,4,276097,1350,1080,RGB,JPEG,ef27639b390f32daf1d16bb8f36446e9f38af4f409eb898289308f5ce806634f,1101000011000000110001001100010010000100100000001100000011000000
3ccca02f-3c23-4cc5-b1a6-e4baf01a3802.jpg,4,Validation,4,275632,1350,1080,RGB,JPEG,67a7fc3798c7455a5c67a51a28b484929507332df8c63dc6d05a59643c70870d,1101000010010000110110001101000011010100111011101110010011111100
c34f8b8f-a15b-448a-9a36-5989b9294f05.jpg,4,Validation,4,239346,1350,1080,RGB,JPEG,c2b1f3307c9bcbe7038394ba34d6b68b3c30a9f66169cf610d1291a4dc4659c3,1110000011110000100111001110110011010110110110111101101111111110
251e1795-fd10-4bc1-a7f9-8604e7cc8ea2.jpg,4,Validation,4,245354,1350,1080,RGB,JPEG,bddc74f43d1d60d35414e96300344e29c5c31645eebdcd76034e97b4396468d9,1011110010111100101111001111111011111110111111101111111011111110
87ffa1ab-45f5-4d60-b795-a1d3dc5eb61f.jpg,4,Validation,4,275075,1350,1080,RGB,JPEG,ace861dc31ab12bdd2a7e6d173cfdca53e8ef3e4493bc46713cb6bc8adbbfa2a,1111000011100100111000001111001011111011111100111111100111111000
6f78c56d-f276-4bb4-b681-0e3f23b9d4c7.jpg,4,Validation,4,235422,1350,1080,RGB,JPEG,10d3e8d6ef782fe59346b5b5fb6df47a73717eed5698493874e78ef4388367fd,1011011000010110000011100001110001111100011111001111110011111000
8041ff8e-c7d0-4fc1-9871-fdce72b7760e.jpg,4,Validation,4,270369,1350,1080,RGB,JPEG,1ffdaf062cf12172dccc74254f2816ac117bf0a76e4353edd5575323877b54c8,1011111000110010001010110011001100010011100101101110111011011110
3395479a-d0ea-4891-9845-f73d17aa5e25.jpg,4,Validation,4,227236,1350,1080,RGB,JPEG,0b544ee8d76968017e4dbdb17e53143551dcec9a5c5cf26c742219c142eb7099,1111000000111000001110000111110001101100011011101010111011101110
9226209e-e13a-4233-a90a-fd3ed53ab301.jpg,4,Validation,4,284648,1350,1080,RGB,JPEG,ed1383011267546f2a08aa242478d43aaba41a6c9cb5d44de2b0c317a57265e7,1000100010001000000000010000001111000111110000011100011011011100
01ba992b-20e6-40aa-8416-8ef3049ff7c5.jpg,4,Validation,4,255942,1350,1080,RGB,JPEG,fd096e39935ac5fa3bfd35f81863a2abff6e3cc95e9180328ed2c652602ec6f5,1001000000011001000110010011100100111001001110011110100110011000
5aeeeb93-0428-4936-a6c4-f2d39c8a878f.jpg,4,Validation,4,229428,1350,1080,RGB,JPEG,aba6020597ebc7dd0f2ecfc19a49d35a77d939cb3f006655664c23282660c0af,1000010000000010000001100000111000111110001001101111011011110110
1f5eb893-4077-49d5-8d6a-7fcdcdf13c09.jpg,4,Validation,4,286517,1350,1080,RGB,JPEG,9c24b4487b17fcf845d558f28aaddbb874a7322279d250d06eb10aaec11fe9c7,1110010011100100111100101011010011111001111110001011111011100000
73c93983-b783-4835-9189-f62eea7c6e0a.jpg,4,Validation,4,325077,1350,1080,RGB,JPEG,8f4b9d9e209f73476719bebf86b2ec822865f8128f73e21a94360ba3df22e151,1100110010000100100001001010001011001100100111001111111010111110
efd90b56-ab8f-466a-947a-a57321cbb000.jpg,4,Validation,4,331193,1350,1080,RGB,JPEG,e9b82f0a996cf27e80b2f8804bfcbebd69a039de46b4a4cf68910a82fc4805f3,1110010010000100100001001000100010000000100001001000110010001000
64525545-2d81-4345-9137-0584e3a87b50.jpg,4,Validation,4,271704,1350,1080,RGB,JPEG,93aa53e41281580fa0865809d40fb188761b43dd2be1e2cc19aa8493e1f5e4e4,1000011010000111100001110011111111111111111111101111111011111100
d0a6189f-d15b-4cd4-80a2-efea0cdcd6b6.jpg,4,Validation,4,255648,1350,1080,RGB,JPEG,e51ad3f3b8895aebb405be5253f9c1a10b73c945c1f5ecd9e0c16daeb6dd037d,1100011011000111100001011100001111000111100001101111000011111100
51acbae6-d900-4fc7-95c2-8f15bd4bfa5b.jpg,4,Validation,4,240253,1350,1080,RGB,JPEG,1a96718ee729aa35e445bbf16a2fdb105d594efa61596c9c845f8fc84e5543b4,1100010010000110000001010000000100000011000001111000111011001000
26c27c0b-34d2-4c99-b246-df25adcf7c53.jpg,4,Validation,4,258671,1350,1080,RGB,JPEG,3c873d377a251b9c5f9203eb15cdf04c4c157dac65b2f053fc1a21c748c8a3d9,1011110011111100111111001111010011111100111110001111100011110000
0f30ebff-3b16-417d-973b-8d6dd25815cb.jpg,4,Validation,4,251273,1350,1080,RGB,JPEG,3092c71bd1c6b4f4a46d5a57915a49d9de4cb89801a19160068579ecaa88bd62,1100111010000110000101101110011011111110111111101111110011111100
fd55dd16-2f50-4f2e-ac4a-47c52edb3db1.jpg,4,Validation,4,256375,1350,1080,RGB,JPEG,19b404c21f4be92d9dbaab5ee017db9fb7319fba51bbc708db21ba762f739481,1110110010101100100110011101100011011000111110101111001011110000
43bb2a2b-8f87-4fea-9927-6470fda43a7d.jpg,4,Validation,4,220589,1350,1080,RGB,JPEG,f060734edcc04ffdf1d602f19ffa69b6611f2657ebc2fd0f47c8f157f80e75b8,1000010000000100000001000011010000100100110010001000100011000000
f239742e-4143-45b0-96bb-1e6dede3f577.jpg,5,Train,5,225735,1350,1080,RGB,JPEG,4b6d075fa59092745a4988d1b05881b57e66a9380e3ea015b6f91b4948ffd5ba,1000110000001010000010100000110100000011000000101000000011000000
33ae2204-8bd7-4b33-be05-5b662990a6b9.jpg,5,Train,5,222775,1350,1080,RGB,JPEG,aa17d0df3f73132a94e802047fbcf7f4e9b04a3778d0391c338bcd7ee67089f0,1101110010111100001110000111000011110000111100001110000011101000
584671c9-dc87-48ae-8c4a-6c539a2c1bd1.jpg,5,Train,5,260090,1350,1080,RGB,JPEG,98d0ef6699e3c13bde5091ee0bec15c6de64ba2fe7030a8f311079b304cabd44,1100110010000110000010110000111100010111000110011001101010001110
d86ef07b-204e-4554-a8c1-a35ef9115cae.jpg,5,Train,5,242448,1350,1080,RGB,JPEG,c35e69eaed329a525bd86fc3aa2a5f201504487136d79aafc121c1673cb7060a,1000111000110110001100110001111100001110000000001000000011000000
863cc9e3-c66d-4d9d-bd6c-672f248a3459.jpg,5,Train,5,266145,1350,1080,RGB,JPEG,1541659f01b7e1762ccf6d857d90b8be78224b1144013261cf3f639df2a39811,1100000010000000110000001000000010000000110000011010001111000110
40b7ecb5-9da9-474a-a55e-37ba4e2d94dc.jpg,5,Train,5,213869,1350,1080,RGB,JPEG,97571e189c14af0bf70a1d79b40bf1769708365b7f79a27fac8d5844f1fa3653,1001100010011110000011000001111010010110101011101010111011011100
16bc1e34-9e87-464e-8d77-39dbc1666a2f.jpg,5,Train,5,248372,1350,1080,RGB,JPEG,1e403c09638350ed6bf6b8e18f39937d0e440dd37eb70fcc0c17bda0cfbfbca2,1000011010001011000110110001001100001101000111011001101111010010
2960bca5-b4d3-47c0-9cfd-5a17078786bc.jpg,5,Train,5,207123,1350,1080,RGB,JPEG,3c35121a947d66e6229f6eed58670546413485de1d95d07b8b852c7df04fa5c6,1000110011111000110000010000001000000000000000001100000011000000
8e70965c-f768-429d-8391-e45a09679871.jpg,5,Train,5,230046,1350,1080,RGB,JPEG,0a9b9757a5af1434269a9ae1fef58bf922f1387b2cfa7fc480341bc06c96608a,1000011010000111000111011000000101000001011000111110001010001000
c1cf2983-978c-4af6-88e8-b7bcc12fbb67.jpg,5,Train,5,246367,1350,1080,RGB,JPEG,dd47d2b892c0bc062b7b68fb9c7f276319072a71e986674ea1c9062c9c002ff8,1000000010000000100000001000000110000000111001011100010011001000
4a70dbb6-fe1e-449a-981a-b65f4a61ea2a.jpg,5,Train,5,219922,1350,1080,RGB,JPEG,5bf30b79df98e4dd7062f98727d9ac27e153a37ff93bfef582085ca5a9616e71,1000000011000000011110001011110010001110101001101010011011101110
9c7a80d4-e44b-4156-a8cf-cf75465ec6d9.jpg,5,Train,5,216477,1350,1080,RGB,JPEG,1abc44514e890b4eacf56a17c22c7affdbe01a4ffb0c7e117899691a10ad89ca,1001000000111000000111001000111010000110000001111010011011001110
f27c0a38-9ca9-4a67-82c1-bcc6e7270d91.jpg,5,Train,5,285559,1350,1080,RGB,JPEG,91988787c0ad6bcfe0ae50d6e10d4171790eb731d2dc2e6bdd44cbe41cb498ae,1000110000001110010011101111111011101111111011100011111010011100
cbca1cfb-9143-44f0-9edd-25db0d61f648.jpg,5,Train,5,225811,1350,1080,RGB,JPEG,f2a558d4b894bcc5b69485669def08451314751e5409a2e29aa06d4f00c018a0,1000110000001001000110010001010100000001001100001000000011100000
