corpus,path,class_dir,group_dir,bytes,sha256
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/026d749a-7017-4a08-8920-8ed44a168f7e.jpg,cecum,anatomical-landmarks,238694,f92e1641b7ef6807d68f8736964174968e51042f7da72e090758f9a4ddc3b47b
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/02952c26-912d-447b-a6df-6dd0b15d2261.jpg,cecum,anatomical-landmarks,203433,7b8074a5a15e77bbcc08e4c0107fec09347eb6fd83073d31f86e05318a41465c
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/02bd3e73-adac-40e7-a80a-16d8567b8929.jpg,cecum,anatomical-landmarks,235009,f4e0d1b894ab4ea892ce7b6a2bed64236f900a9bfacd266afec9a06d3b94b157
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/03668dee-c9d1-439f-828a-e9a77583a9a9.jpg,cecum,anatomical-landmarks,210168,e297b4e5d159beda7b41d174c7ccb84a4b9c3e46f0126964a6b82286e084a104
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/03b81c36-0b59-4220-bc00-00cdee1173c2.jpg,cecum,anatomical-landmarks,212827,e7dcce68b7187430baaf37e05199a4789d7fa540dbb0e50f1dbee903ae4ab54a
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/03dcec22-f59a-465e-b438-37e9949450fd.jpg,cecum,anatomical-landmarks,249771,5f3cf32bd439db2f167c3e19c3be398b629e51eb368daa91fe0fffad258c07ab
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/042b5605-43b8-435e-85bc-0e21e4ced465.jpg,cecum,anatomical-landmarks,240154,d3162399dec6a38b938126e31371118d2dd114f041018d487a10b0dbfc676cc1
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/045a9a29-7b66-4ec0-b042-4c527d880d29.jpg,cecum,anatomical-landmarks,245469,612d8837b38675a0034f1f5db25b8b001227539d87e39b049e454a03055a6819
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/04827eb8-7b02-4e85-baa2-e55a6191f542.jpg,cecum,anatomical-landmarks,222617,048473debb419b47b0351289f4bad453a99e3a71db1fb57fabf691103ba4f5ad
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0484bad7-8e24-47be-9a16-86e861c67eee.jpg,cecum,anatomical-landmarks,265820,40f27180e045d0dcdd43cb0a3e8e9aeb640fdae75db25ab25c0ac26aede6771d
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/04a2700f-b444-4b71-a956-33186e665b3e.jpg,cecum,anatomical-landmarks,216879,569708c6cec10ca69b1c5468845389f5bbdd6df64200e7ff83aff77914afb15f
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/04b6e35b-5ece-4af3-ad0f-a09a6fdb62dc.jpg,cecum,anatomical-landmarks,226218,ac2bae8426c29aaae8bcf89f1333c682ed30923d3fc4fe2be907036b40ee96ee
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/04dbbb77-4cd0-4a28-9260-256b95d02bc8.jpg,cecum,anatomical-landmarks,187045,5d3933e412e73605d7546e88fcd621374ec177723e281518305007fe313f759d
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/052b1a76-5694-4542-8903-4f0209a6203c.jpg,cecum,anatomical-landmarks,232714,06a21e245ee2fbadf93350576bf3a426a552c07f533b451b61b40652456f0eef
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0547ea29-b470-4f81-988f-af778254f03a.jpg,cecum,anatomical-landmarks,223630,82b3f402a3e53bd01f4a84f37dee63a9e2322948192fea5cda474265dc2972d1
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/055f25cc-a2cd-48dd-9900-958f5d794e0b.jpg,cecum,anatomical-landmarks,263560,96ea512ab6e496bc23a880dd1dc8cdf284065aa89d738811c4114f89cb086050
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/05d44203-878c-4655-ac4c-d90e890bdc0a.jpg,cecum,anatomical-landmarks,220826,dc5b6486a15d4bbf45e17cdbb9997fa8bc7f78ebc9f8fde6cf5d1e71063ddcff
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/05fc4f81-db11-4af5-87da-f9fc2f752842.jpg,cecum,anatomical-landmarks,261944,925a6a6588eeedfe30d8a7f7fa979a5acd39974405d253286ab9116592d9e443
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/05fc635d-8423-4727-a3f4-367f753ba279.jpg,cecum,anatomical-landmarks,198172,2d1a858d8211bfa5a8d6309c0db9780ca3e19c7d624c93c52aaa55282f378f11
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/06158368-8187-47d6-a724-c2d8d1a4c4e0.jpg,cecum,anatomical-landmarks,267200,52bae4d8679836893a301e13d7ae4f265fb93b6cc474df9f7081fd0281c23d6d
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/068f7144-850a-4ad4-8623-2ab40e16b7c0.jpg,cecum,anatomical-landmarks,227393,c19a7474ec1aa7a465cb070f4a18bbd0f31af7b4f3ecccfc517697c35874ba8c
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/06a4e549-df04-428f-a370-aa6bce87e9eb.jpg,cecum,anatomical-landmarks,188721,de649d629f435ea512ee20a8ab3311fa74cb56bf9cef91e69cb9d46f98638b86
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/06dc4006-6b03-46b0-aaf6-0af47f27c68a.jpg,cecum,anatomical-landmarks,219477,ba2ee3de63e5e75f167dbab6f9d9dc97ab601a0d25f9f9bd71abec425316972f
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/06fff1c3-0d03-43c0-8850-4c6146198cb9.jpg,cecum,anatomical-landmarks,259550,420ffe35720beb14c595a668ccf62f4c5ad660acbcdcd323d0d1dd5b7471931b
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/071f886a-3e66-4377-bd19-b55832bbc23f.jpg,cecum,anatomical-landmarks,262021,be18915ae6ca863295936eb306004fb51055808e42e1f25864691a1ce349f828
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0724d289-be4d-4ee7-b39a-9105df9b1686.jpg,cecum,anatomical-landmarks,255766,fd323b04cd867201bc83d395610992a96577d0384944d8116a5e81e98c70168b
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/073a859a-f7e6-48ba-bc11-25bcd313c323.jpg,cecum,anatomical-landmarks,228700,6654d172fe64427d8e3888c96f55b34f2e475e776ca28fe45e43515270029151
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/077b7f3e-3a51-43e1-aa27-b414c99ce5eb.jpg,cecum,anatomical-landmarks,244639,0b0dd825dd73379317255bed3924ce0ee556b08933c0a5bc2e97e0991fb66085
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/07d5256f-0e67-4df0-a7aa-3d7116c4960b.jpg,cecum,anatomical-landmarks,228803,0540db0ccc92aa7499def728f25f20d1e0f41c98455653a7c789cc994b67dc0c
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/085623f8-d2fc-47c9-8d92-7b370f23386f.jpg,cecum,anatomical-landmarks,254158,e769b2ffd7f69696eb0f616c54d39b2aa896fa71540e1665ced6e8f8e0c06d59
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/08e91eb3-1cfd-4ef5-88f6-672ab70acb96.jpg,cecum,anatomical-landmarks,234987,eaea0fe50f2c1c1cf79291357e1077f3d009b277f401a7fb1440ead05fc71930
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0901cb71-3f85-4d4a-b5e4-67f7b614f692.jpg,cecum,anatomical-landmarks,256796,b68d1d0f4a1f055fc80884d4b4c9db94eca9e5546aa5d43a60e4b649c7181133
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0905dab6-8295-4e9d-9e85-8ea6269ff3b9.jpg,cecum,anatomical-landmarks,207238,71de0e5bfbbba98dfed61192a6264b00d248de1580a47c28b284830858b80e51
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/090d30fe-473f-4c13-9acf-d674dcfbd092.jpg,cecum,anatomical-landmarks,192907,5c84d385c73546a6ff1c16163c944afc8f0ceea09248da255b400f15d0201d60
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/090df806-3eaf-4621-b5ed-518323123cc7.jpg,cecum,anatomical-landmarks,250215,5c91fd2205dbd7e98abe50a1ba7e75e8ac28c0a3f9d27ae11c7d29b95bf70d0a
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0924f36a-430c-4c51-ae3b-a2d970391210.jpg,cecum,anatomical-landmarks,237408,a90b13c40a8a497eaed0972a9f262c5cad5ef4139badf062d4cc0c90f851bd4a
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/097df7d3-1ce8-4512-9b2f-d39bcce8ca5a.jpg,cecum,anatomical-landmarks,218708,1542e21c44376dfaa4426e4ee2c440403052b8aeed9aa160b2b3f9de1ff0da81
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/099db767-3910-4e5f-bdc2-0127011b6de1.jpg,cecum,anatomical-landmarks,230122,3fc7bec0b8fb4cbf4b9badd3cd1bff0056d961dd8b6ccc0d3a2845ea438aa3ae
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/09aca9b7-3b72-44eb-9413-96a6e5709dea.jpg,cecum,anatomical-landmarks,215681,e75dd810df543c29478dcf031167b5794cf5f377047cee7811213c3c78a43f8f
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/09e87e94-a4a1-4a0c-951d-15b5ff163961.jpg,cecum,anatomical-landmarks,248725,d29f01f6ac4f67a3083cc69acf3f2cb4c9a70dbc840cb59a9c973b1d87ee0581
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/09f59968-77dc-4d7d-8dac-e9a36ece4948.jpg,cecum,anatomical-landmarks,246300,2d36221061afee872a62c04fc1aec39cef10846be6f9d16bf6d7503fd6750b5f
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0a4c2cc2-a86f-4cac-84ca-942b17a6e6db.jpg,cecum,anatomical-landmarks,228766,7b1b2e273906dcd3ef865ce84b939f6a9458396088805fdcd545b6d821e4d177
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0a760b47-04dd-48d8-844b-cc5e64a75d36.jpg,cecum,anatomical-landmarks,278159,aa4064a50c19ed7ae4328c1e0dabac1e71aad7de0c719038eb207e0ad8aeacb7
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0ab90323-3fb7-4312-ad67-cd2070fb35fd.jpg,cecum,anatomical-landmarks,193063,80474c9860914b1ed9d0671d2a01c099459bac835037a863a63ae806f65e2403
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0af13626-c36f-4682-b27f-1c2e50533bb9.jpg,cecum,anatomical-landmarks,220178,8af5b7c7639c7cdb3e0bc938549a34a1bb09a99554d387cfdc60011c8a54070c
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0b15f9c7-53ce-4977-8b09-d1620f398861.jpg,cecum,anatomical-landmarks,252510,0eba21a02f4a78bd83fbf62edbd6513a2a8cc7bee7e8f51d90593427ada7a331
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0b2900bc-e69e-4520-9f19-bda9325b141e.jpg,cecum,anatomical-landmarks,234510,846e773edad880ce47a7d5c42d7c84e79e3d910453b83515e89ccffbe3306f35
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0b655577-ac60-4084-bf6f-f59e05671d40.jpg,cecum,anatomical-landmarks,247451,30c5f6675b309e95911bdf09b1b83ae92c9892330573c9818a7658f065d58f6f
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0bb07e26-046f-4fa9-9f2f-44ef9ad65de6.jpg,cecum,anatomical-landmarks,212521,5f8c22482330c4082d12e2309c271b1999169838ba28081f2d823ee6e0b0148b
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0bb3bade-c072-4926-a62c-ac9baeeff21d.jpg,cecum,anatomical-landmarks,228445,0406f223706802ee2e19eb5213befad002d11e5994b492eb791016f82f95a6cf
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0bdacebc-6019-4aac-ae79-03d51e41279b.jpg,cecum,anatomical-landmarks,260152,3705f0ee0c2546550dd7e026795e86ff29083896b56b00182442a1aab016fe65
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0c4055b2-f0b3-4aca-9ead-c2affbd288c6.jpg,cecum,anatomical-landmarks,211909,777f17b1a36a879b43230980f33e6642ca7307668df2f8c4c552e0a3be3797bb
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0c574459-7a6c-49a7-a24a-83f14a217ad7.jpg,cecum,anatomical-landmarks,218390,98e942ac5373df842b8c5d8798aa729f27a5a25cf93c53de4cb07e80d7efc458
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0c7f8e84-5831-41ae-95d0-4240feb746b7.jpg,cecum,anatomical-landmarks,222594,afb775c930cd180d465721a9362af5926d70eedbedfb5549ad59004fad901598
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0caf3748-93ef-4823-893d-cc4bcb6012c0.jpg,cecum,anatomical-landmarks,226674,5d003cba14f061e441e7f5c1ac6078025ac46683d227a0ed468ca56fb121ccae
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0cf9e0c8-5dd7-4657-9f79-fc4a2e8b7f86.jpg,cecum,anatomical-landmarks,229129,cd2465ff877682933e888d0063d96195ee4cd110e11554d2333cbc5c81a308fd
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0d1c6f14-1891-4c1b-a11b-64f73f21862d.jpg,cecum,anatomical-landmarks,220795,654aa03a33e54bad3307567d0c5b87892186540b7b61f8792c92a159dae5a52d
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0d63ea03-407a-44f4-a8e8-7af9fa7b72b6.jpg,cecum,anatomical-landmarks,201081,8d7a0f02654625d107436af24393e39c2d14c76074f7365aaba02316d9324884
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0ddf456d-1fc8-468a-a78e-7dd03e8e51d8.jpg,cecum,anatomical-landmarks,220112,395f1009ed7362f1f955bfbb0137de2b7b7c67df3554ed671fa0bd83ee683c6b
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0e0fe80a-cad2-4e83-a028-1281fcd59926.jpg,cecum,anatomical-landmarks,204874,0bd2f4744498ca48a1a9a89f4e66799ecea1a2d896bec756ae3a4460650faf2c
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0e393985-d2a7-4211-aff5-ef331abebf82.jpg,cecum,anatomical-landmarks,219585,1b05e63df7b68bca7bf622e7b806ee1c2404a29b0fd423a5a6ee9547621e7a5f
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0eb29c65-f36d-4f68-9125-f3b861b9fd0b.jpg,cecum,anatomical-landmarks,263603,e0f2c4e1e55cd52b6df920e9889ff3328b0c6315befca3e6019c99f64a18fb69
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f002100-95d7-4c31-9a9e-532898053829.jpg,cecum,anatomical-landmarks,227716,e7aa8b867d50421a3e5568c05d9ad56545fe50e459d49327b2ac40b52d70a024
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f09a2a0-d78d-43b1-b849-eb6f2c3d9fa8.jpg,cecum,anatomical-landmarks,239164,f422f1e8a146374dc367d899378bb074b7a4394afb7649020627391cbb24758a
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f2c030a-2bce-4251-8e20-bd7f99a42257.jpg,cecum,anatomical-landmarks,238039,bab273afb2ee44895e3cfe029baca18a0e0ebe94cd9064ce36be50c0373efa16
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f7d9301-15da-476a-939b-cc1d7fac0cc5.jpg,cecum,anatomical-landmarks,269280,76b1f5ca52067a66e3597a184c88e973b47e00476de9751a85e9ab0b8ed557ad
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0f7ecd14-d07f-4f4b-8c54-1146bbc8ae37.jpg,cecum,anatomical-landmarks,232097,649c6f6c45ff206d21ec5006819683dc15ffe799715ba19ea05cc2f64ca2416c
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0fac643e-0cea-45fc-b470-56666ba60e90.jpg,cecum,anatomical-landmarks,243925,551941ae3ae9e80f0989677ffcd8ec1b156103d93f629bdae9a804abe179933f
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/0ffc15ab-6b4c-41fd-865f-8f5f0812854b.jpg,cecum,anatomical-landmarks,256609,59572c960de31b1e706c75c79a453b304e4bdffef8f8365e04adeb8deb0407b2
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/102dfa01-a4ba-4d1f-8eef-f9a0ccd42a31.jpg,cecum,anatomical-landmarks,206437,ce9c62bd7ca7624430015f80b62f77a015991834b481697c948d5292af0efc52
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/107d6261-ac51-4e0f-b6a1-8287986aac8d.jpg,cecum,anatomical-landmarks,242279,81e63c00dda7c5b56d133120c1083461eb00bf86616bb7a4486d9428eacda506
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/10ea9a31-b325-49bc-bbc5-76f328226385.jpg,cecum,anatomical-landmarks,240527,b9893965c1b3fbf9bd0739433ae1fb7bcc1ad665f7579ecd3f203e4e84412c31
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/1133b36b-b186-430a-92bc-ae5e86e7c955.jpg,cecum,anatomical-landmarks,251073,611bfa73bb023c5f8fc9f3d92332be5b69d39595ef5bdcdef884259c988124fd
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/113b079d-b979-405b-8521-f75955bba27f.jpg,cecum,anatomical-landmarks,217169,b9c1cd74b2e2e48588a87f967546bbfbcd825e1b07fc86e94732ed6789414641
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/1144571d-9046-422e-9fb8-2d45321350f4.jpg,cecum,anatomical-landmarks,233397,e9515cb1dba314f33796143df94d92a92b8468b48e07a6959549d22fd6a32974
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/115c5b78-b210-4dc7-8bb5-fa776ecad51b.jpg,cecum,anatomical-landmarks,275751,a376c0a58cdbfeee9d7ecafd543de7df41278d2b68f23a4d4be0801832bdcf05
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/1173ccc6-ca13-48df-bf9a-298131666121.jpg,cecum,anatomical-landmarks,234679,b1e66f28f1af878ecea3cd01f15723e132b407eff696bfcabf079e0c28af8acd
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/11c8a3f8-4ad0-42b8-8f45-a7b31feb5727.jpg,cecum,anatomical-landmarks,188814,83898509591eee7ee8a35dbcfb3760dd2c6d4c5d723f6f74e1b9e5a5dcf7e705
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/12695882-7bee-4915-9c07-2caf06ac5600.jpg,cecum,anatomical-landmarks,218304,cef617c8861fb3a03c5ec1c55b250c326755b72b431c01bf7be6f3a83b1023f9
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/126f4d6b-a6b0-43f6-b46b-c717d5557407.jpg,cecum,anatomical-landmarks,229477,905ccac3f9156b2a2735a0d3e0ff18a2f2d729483153fa5c1f080265a77397e8
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/12bf75aa-08da-4286-ba1e-bbc4103a86cf.jpg,cecum,anatomical-landmarks,239785,4a8cece822a3a7b5617c75d13b651cddcb50ad60a7d90c9c1d8d2eb20a0c0ba7
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/12fc4384-70c3-4916-80d8-a769065a5190.jpg,cecum,anatomical-landmarks,256361,df779b75d66c5bac82a7b1c78ab13b1add36061483a3fe75a4f6d1a8f939172e
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/13af6b8f-80fe-497b-98df-017d859329d8.jpg,cecum,anatomical-landmarks,254617,c343161bf3662f8b78d22a58f386232b3339a62218db5e6eaebc65cdefa92747
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/1446309d-0de6-453c-bfec-d19b95be7464.jpg,cecum,anatomical-landmarks,232128,02d26f9ca5f42a00a8aef96d97d673947e1dc7df9f29cfda832e30f860c2d723
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/14515fc7-358d-4913-aa3b-fac17e642dd3.jpg,cecum,anatomical-landmarks,247732,762b9885e38a04183651843aafdf5487320e04dfd27c4293a4393260c2271e9a
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/14cd6203-38ec-4d5c-8ad6-9ac9e2dc5baf.jpg,cecum,anatomical-landmarks,245459,a1d852d508bb1f4d89a6ec00b6c0e04ea8c89a32ca66f3ba408fd82498c64832
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/14f3a0ec-2806-4be1-9970-e50e9a681eac.jpg,cecum,anatomical-landmarks,231933,f08ccceb8893eab2c20d98ad618df30556e04354ae955382d567903e786a6815
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/1536cdef-e0ac-47a2-a71b-d6a12458f460.jpg,cecum,anatomical-landmarks,260826,f03952d269e684486beee61b7018707081438221e0451e318798bcbe9cc1738d
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/159cb3a8-b8b8-4262-ae1a-ebafe8f860a9.jpg,cecum,anatomical-landmarks,246853,aaaffb2e3d224b720e3e30192bfbf7e50b343456ffb0188310bd00a7f5c84e55
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/15a0eaec-36af-4711-bab0-7bf62b304124.jpg,cecum,anatomical-landmarks,228966,9f6c9a27250ddc1e683622f89e00bcaa9687b16676a0ce6777caba0c64efcfda
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/15c2f524-ebf6-421f-828f-d148ab3f6f60.jpg,cecum,anatomical-landmarks,240861,8be892c9f69383a45a1cebd40bc570f377d34731e934bfc8beb001c335dae89a
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/16245174-085d-4fb1-bcba-d00195dde721.jpg,cecum,anatomical-landmarks,241637,71ec635e6b79c6a0ff00b509c1e2a684373030304197030f1092df7014971932
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/169573d1-3c01-402d-ac1c-f7bdd2b40ced.jpg,cecum,anatomical-landmarks,234778,68f2b63053e825213ae9ece7c23c3e8ed26f8d901070a11820816d008ffd1033
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/16c1d71e-df57-4c22-90b5-92cf5db176ca.jpg,cecum,anatomical-landmarks,245673,60664ad96db25b7bd15864d8a44fd80879a18ed64a6453a8f8e5cfe03cd559af
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/1731cee8-f616-4ce7-afd3-5c279a7840ef.jpg,cecum,anatomical-landmarks,190770,436df20659af65a063537e2f70c5dc737af994405889447d56e89fb21dc4ecf3
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/173dcf99-3145-4d35-a961-e2136df61569.jpg,cecum,anatomical-landmarks,247017,867020f8ffdc49866eda6c3c3a32c5eaa94a8cf346aeb0e93f503ab6885bd6b1
hyperkvasir,labeled-images/lower-gi-tract/anatomical-landmarks/cecum/176bb849-bc68-4029-afe7-ceef8f06954f.jpg,cecum,anatomical-landmarks,222880,5d7dee4375189837e00fc235013945117cb0dcbe7dcda50f7bdc4aafaea7ced3
